DateLastVerified,ID,UUID,OperatorID,NumberOfPoints,StatusTypeID,DateLastStatusUpdate,DateCreated,AddressInfo.ID,AddressInfo.Title,AddressInfo.AddressLine1,AddressInfo.Town,AddressInfo.Postcode,AddressInfo.Latitude,AddressInfo.Longitude
2016-06-04,35993,E20E0C02-38AB-4A6E-9B9E-A8674218A19B,180.0,1.0,50,2016-06-04,2015-01-09,36339,Surinamestraat 60,Surinamestraat 60,Den Haag,2585 GK,52.091165,4.306622
2016-06-04,35992,8AD7CD4D-5D73-4AED-B16D-2CF46186A05C,157.0,1.0,50,2016-06-04,2015-01-09,36338,Stationsdwarsstraat,Stationsdwarsstraat,Utrecht,3511 EL,52.0911254882812,5.11197519302368
2016-06-04,35991,3B0EDB5A-E97F-4F34-8852-F02D38B1C766,78.0,1.0,50,2016-06-04,2015-01-09,36337,Maliebaan 24,Maliebaan 24,Utrecht,3581 CP,52.09104,5.132394
2016-06-04,35990,CB442A49-AFDF-4889-A455-38787EEEC531,,3.0,50,2016-06-04,2015-01-09,36336,Stationsdwarsstraat,Stationsdwarsstraat,Utrecht,3511 EL,52.091007044689,5.112242102623
2016-06-04,35988,EC4C44C7-99AC-4276-B14D-AC4AAE2B345E,180.0,1.0,50,2016-06-04,2015-01-09,36334,Celebesstraat 64,Celebesstraat 64,Den Haag,2585 TM,52.090957,4.29847
2016-06-04,35987,ECF48690-6823-4BFC-898F-6492213D957A,178.0,2.0,50,2016-06-04,2015-01-09,36333,Oudeland 2,Oudeland 2,Woerden,3481 GD,52.090947,4.958394
2016-06-04,35985,65EA32AB-45F3-4CB0-81E8-8379A7E29C6C,157.0,1.0,50,2016-06-04,2015-01-09,36331,Kloosterweg 6B,Kloosterweg 6B,Woerden,3481 XC,52.0908699035645,4.96486330032349
2016-06-04,35983,DF1917F0-AB5D-4679-A806-387456B9579A,180.0,1.0,50,2016-06-04,2015-01-09,36329,Willem de Zwijgerlaan 78,Willem de Zwijgerlaan 78,Den Haag,2582 ET,52.09086,4.270556
2016-06-04,35982,79D7D778-14D5-4ED1-84B8-286453F9270D,181.0,2.0,50,2016-06-04,2015-01-09,36328,Derde Westerparklaan 305,Derde Westerparklaan 305,Utrecht,3544 NH,52.090843,5.043711
2016-06-04,35979,F2717E37-DA60-4B79-BD8A-79BA6CFC03DC,180.0,1.0,50,2016-06-04,2015-01-09,36325,Jozef Israëlsplein 1,Jozef Israëlsplein 1,Den Haag,2596 AS,52.090769,4.316765
2016-06-04,35977,DF5731A8-C3E3-4365-B549-75FF3CB5F542,180.0,1.0,50,2016-06-04,2015-01-09,36323,Riouwstraat 1,Riouwstraat 1,Den Haag,2585 GP,52.090743,4.296256
2016-06-04,35976,0D3C757D-6FD0-49F9-A581-CBE773CC21EC,178.0,2.0,50,2016-06-04,2015-01-09,36322,Willem de Zwijgerlaan 76B,Willem de Zwijgerlaan 76B,Den Haag,2582 ES,52.090598,4.271679
2016-06-04,35975,D2D851BB-C470-4B12-8CB6-BE730B8334A5,180.0,1.0,50,2016-06-04,2015-01-09,36321,Eerbeekseweg 6,Eerbeekseweg 6,Brummen,6971 LB,52.09046,6.134585
2016-06-04,35974,9620104E-D358-4EB3-86EE-1EDAEA65CB72,180.0,1.0,50,2016-06-04,2015-01-09,36320,Celebesstraat 119,Celebesstraat 119,Den Haag,2585 TH,52.09042,4.296941
2016-06-04,35973,3E572BA4-DDBF-4381-9FD2-02885E00DA8C,180.0,1.0,50,2016-06-04,2015-01-09,36319,Bezuidenhoutseweg 379,Bezuidenhoutseweg 379,Den Haag,2594 AR,52.090417,4.341123
2016-06-04,35971,8A16F015-C112-4C29-A7E2-6F8FA06CA4B2,180.0,1.0,50,2016-06-04,2015-01-09,36317,Malakkastraat 224,Malakkastraat 224,Den Haag,2585 SX,52.089972,4.297307
2016-06-04,35970,5B7A86D4-29AF-46AA-9694-1D257F4E835B,157.0,1.0,50,2016-06-04,2015-01-09,36316,Stationsdwarsstraat,Stationsdwarsstraat,Utrecht,3511 EL,52.0898857116699,5.11233329772949
2016-06-04,35968,1713AB45-29FA-41B5-B4A1-ADD19B9A5E84,180.0,1.0,50,2016-06-04,2015-01-09,36314,Haverkamp 226,Haverkamp 226,Den Haag,2592 BM,52.089722,4.350146
2017-04-08,35965,E2514A6B-10CF-4B8C-9E8E-398041A7EA41,47.0,3.0,50,2017-04-08,2015-01-09,36311,P1 Moreelsepark Utrecht,Spoorstraat,Utrecht,3511 DS,52.089696886539,5.1134584844112
2016-06-04,35963,FF7E7277-3F91-424C-92A2-780213F9D579,180.0,1.0,50,2016-06-04,2015-01-09,36309,Balistraat 1A,Balistraat 1A,Den Haag,2585 XK,52.089621,4.310408
2016-06-04,35962,B4519043-23C1-4894-8C54-CB31798C9B51,73.0,1.0,50,2016-06-04,2015-01-09,36308,Euclideslaan 1,Euclideslaan 1,Utrecht,3584 BL,52.08997,5.14905
2016-06-04,35961,F99EDE83-33E6-4BDB-B1E7-A33DA0446DCD,178.0,2.0,50,2016-06-04,2015-01-09,36307,Stadhouderslaan 90,Stadhouderslaan 90,Den Haag,2517 JB,52.0895,4.279039
2016-06-04,35959,E2FBE60B-E482-412C-8C9F-2D62F1E9807B,78.0,1.0,50,2016-06-04,2015-01-09,36305,Mariaplaats 23,Mariaplaats 23,Utrecht,3511 LK,52.08946,5.115812
2016-06-04,35958,D04E5D31-8F98-408B-BDCC-C78A26788046,180.0,1.0,50,2016-06-04,2015-01-09,36304,Van den Eyndestraat 24,Van den Eyndestraat 24,Den Haag,2582 EC,52.089319,4.276014
2016-06-04,35955,0080C653-8E53-4AC0-A7AC-82B446E613C7,180.0,1.0,50,2016-06-04,2015-01-09,36301,De Eerensplein,De Eerensplein,Den Haag,2593 NB,52.089247,4.344557
2016-06-04,35953,F3131185-7F91-496C-BA4A-F5A95F36411E,,2.0,50,2016-06-04,2015-01-09,36299,Jaarbeursplein 6,Jaarbeursplein 6,Utrecht,3521 AZ,52.089,5.108
2016-06-04,35952,55925549-F51D-4A70-A429-AA0811ACD008,178.0,2.0,50,2016-06-04,2015-01-09,36298,Jozef Israëlslaan,Jozef Israëlslaan,Woerden,3443 WB,52.088986,4.87119
2016-06-04,35951,D8F76F3F-8D23-45C9-8A9D-62899A8C0BBA,180.0,1.0,50,2016-06-04,2015-01-09,36297,Bezuidenhoutseweg 249A,Bezuidenhoutseweg 249A,Den Haag,2594 AM,52.088842,4.337213
2016-06-04,35949,47F9BFAF-D12A-43F0-973D-31F8D6B1CBA1,178.0,1.0,50,2016-06-04,2015-01-09,36295,Slotlaan 307,Slotlaan 307,Zeist,3701 GJ,52.088779,5.248546
2016-06-04,35948,517CE147-4191-4CC3-B2C8-175933B65A26,178.0,1.0,50,2016-06-04,2015-01-09,36294,Graaf van Limburg Stirumplein 38,Graaf van Limburg Stirumplein 38,Brummen,6971 CG,52.088682,6.154883
2016-06-04,35947,C7CA2064-3EEB-4B30-908F-8B7DB96420D5,73.0,1.0,50,2016-06-04,2015-01-09,36293,Maliebaanstation 18,Maliebaanstation 18,Utrecht,3581 XW,52.08843,5.13123
2016-06-04,35946,6345CBE0-4EDF-4D8C-A0EE-48A71DFD27B9,180.0,1.0,50,2016-06-04,2015-01-09,36292,Adriaan Pauwstraat 51,Adriaan Pauwstraat 51,Den Haag,2582 AP,52.088581,4.278135
2016-06-04,35943,F5BDBA3B-D780-46E3-8D09-9E30450CAFF5,73.0,1.0,50,2016-06-04,2015-01-09,36289,Graadt van Roggenweg,Graadt van Roggenweg,Utrecht,3531 AA,52.08857,5.10299
2016-06-04,35942,1F8B822A-BB23-4B81-BC39-B64AF3C274C9,178.0,2.0,50,2016-06-04,2015-01-09,36288,Verlengde Houtrakgracht,Verlengde Houtrakgracht,Utrecht,3454,52.088268,5.054172
2016-06-04,35939,E0AD9C74-9ADF-4E72-9E9A-994BA1504F27,178.0,2.0,50,2016-06-04,2015-01-09,36285,Nassaulaan 21,Nassaulaan 21,Den Haag,2514 JT,52.088174,4.306453
2016-06-04,35934,D3DEBF73-2FD6-46F5-A096-21AC3ED9985F,178.0,2.0,50,2016-06-04,2015-01-09,36280,Norenburg 159,Norenburg 159,Den Haag,2591 AL,52.087958,4.357523
2016-03-03,35933,AD13EDBD-953D-4F4C-BAC0-6B865741BF31,162.0,2.0,50,2016-03-03,2015-01-09,36279,Ligusterhof,Ligusterhof,Leidschendam-Voorburg,2262 AC,52.087966430023,4.3854469433427
2016-06-04,35932,107001AB-68DA-4B13-886D-F4945165AE7B,157.0,1.0,50,2016-06-04,2015-01-09,36278,Koninginnegracht 22A,Koninginnegracht 22A,Den Haag,2514 AB,51.4379643,5.47670140000002
2016-06-04,35930,B07A762C-C726-4644-970B-5A7620857D0A,157.0,1.0,50,2016-06-04,2015-01-09,36276,Laurentiusweer 21,Laurentiusweer 21,Leidschendam-Voorburg,2265 DD,52.0877914428711,4.40660953521729
2016-06-04,35929,1EA063DA-EE5B-4D36-80DF-98C91769C550,181.0,2.0,50,2016-06-04,2015-01-09,36275,Everard Meijsterlaan 81,Everard Meijsterlaan 81,Utrecht,3533 CK,52.087643,5.08675
2016-06-04,35928,07D1612C-AC85-4441-A9C3-4B516937C6F9,5.0,2.0,50,2016-06-04,2015-01-09,36274,Geertebolwerk 1,Geertebolwerk 1,Utrecht,3511 XA,52.08743,5.117843
2016-06-04,35927,0BE5907D-CB10-4D1D-A600-2AAB60B01C97,178.0,2.0,50,2016-06-04,2015-01-09,36273,Zuivelweg 5-T01,Zuivelweg 5-T01,Berkelland,7261 BA,52.087399,6.447883
2016-06-04,35926,BC11035C-2425-4B21-BF1F-D18FAE5077C0,5.0,2.0,50,2016-06-04,2015-01-09,36272,Geertebolwerk 1,Geertebolwerk 1,Utrecht,3511 XA,52.087343,5.117518
2016-06-04,35923,F5728B04-6BC3-4BFD-8C8E-00B36C486D70,180.0,1.0,50,2016-06-04,2015-01-09,36269,De Carpentierstraat,De Carpentierstraat,Den Haag,2595 HL,52.087245,4.334335
2016-06-04,35922,067B7C37-70E4-4FD7-BECD-7483558BAB55,178.0,2.0,50,2016-06-04,2015-01-09,36268,Evenaar 177A,Evenaar 177A,Utrecht,3454 SM,52.087263,5.028021
2016-06-04,35921,097732CD-D66E-4B66-8E30-B08231D21A5B,180.0,1.0,50,2016-06-04,2015-01-09,36267,Altingstraat 82,Altingstraat 82,Den Haag,2593 SZ,52.087163,4.342711
2016-06-04,35920,606AC585-FCF0-4242-806F-EEBA12BDA7F9,180.0,1.0,50,2016-06-04,2015-01-09,36266,Van Boetzelaerlaan 2,Van Boetzelaerlaan 2,Den Haag,2581 AH,52.087146,4.272246
2016-06-04,35919,083A9A6A-DA9A-4547-BAE3-1EB23DBC02C8,73.0,1.0,50,2016-06-04,2015-01-09,36265,Prins Hendriklaan 19A,Prins Hendriklaan 19A,Zeist,3701 CK,52.08595,5.25005
2016-06-04,35918,CA885B9A-4D39-4CD9-BC31-3F1175054A46,73.0,1.0,50,2016-06-04,2015-01-09,36264,Daltonlaan 300,Daltonlaan 300,Utrecht,3584 BK,52.08709,5.16066
2016-06-04,35916,DA691470-B036-4E33-88AB-3E8395BDBCBA,178.0,1.0,50,2016-06-04,2015-01-09,36262,Raadhuisplein 13,Raadhuisplein 13,Bodegraven-Reeuwijk,2411 BD,52.086898,4.746799
2016-06-04,35915,7AEC89C8-14F2-4ABB-9417-F06F578C25CF,73.0,1.0,50,2016-06-04,2015-01-09,36261,Nicolaasweg 42,Nicolaasweg 42,Utrecht,3581 VJ,52.0871,5.13817
2016-06-04,35914,B34E7687-9076-4B26-ADDB-4FD83610EFE1,178.0,2.0,50,2016-06-04,2015-01-09,36260,Wilhelminapark 67,Wilhelminapark 67,Utrecht,3581 NP,52.086763,5.141701
2016-06-04,35913,C9003F31-2E7B-46E7-8A3F-28007FD22C8F,,2.0,50,2016-06-04,2015-01-09,36259,Joseph Haydnlaan 52-3,Joseph Haydnlaan 52-3,Utrecht,3533 AK,52.08675177427,5.0831857323647
2016-06-04,35912,6E547310-43B9-41D5-84FB-C8308A65A106,180.0,1.0,50,2016-06-04,2015-01-09,36258,De Sillestraat,De Sillestraat,Den Haag,2593 VE,52.086633,4.347089
2016-06-04,35910,EB3D35D7-25A9-499F-93B7-A287535AC8FB,178.0,2.0,50,2016-06-04,2015-01-09,36256,Nieuwe Erf 9,Nieuwe Erf 9,Ede,6741 AN,52.0866,5.619439
2016-06-04,35909,A1F49BD3-2C0B-4FCF-A423-A95B1E4DBCF3,73.0,1.0,50,2016-06-04,2015-01-09,36255,Luwte 8,Luwte 8,Utrecht,3454 TL,52.08627,5.02631
2016-06-04,35908,D7F6D08D-012C-436E-9FA0-47809076BE00,178.0,1.0,50,2016-06-04,2015-01-09,36254,Schumanlaan 10,Schumanlaan 10,Woerden,3446 HG,52.086409,4.910411
2016-06-04,35905,F81A715B-7830-4F94-BD82-91662C0FA290,180.0,1.0,50,2016-06-04,2015-01-09,36251,Zeestraat 84,Zeestraat 84,Den Haag,2518 AD,52.086154,4.301737
2016-03-03,35904,D31DA1F4-4FBC-463F-80CB-3DDCA0E63772,73.0,1.0,50,2016-03-03,2015-01-09,36250,Hendrick de Keyserstraat 8,Hendrick de Keyserstraat 8,Utrecht,3583 TJ,52.086093,5.143037
2016-06-04,35903,F095FF6A-0E0E-44BB-A645-572857A3B363,178.0,2.0,50,2016-06-04,2015-01-09,36249,La Fontaineplein,La Fontaineplein,Woerden,3446 BX,52.08602,4.903709
2016-06-04,35902,D31C1EA0-4B7A-4402-9105-83B378BAD20A,180.0,1.0,50,2016-06-04,2015-01-09,36248,Bezuidenhoutseweg,Bezuidenhoutseweg,Den Haag,2594 AD,52.085959,4.33225
2016-06-04,35899,45CF0D89-52BD-4AE7-8E02-7CB3E7F5F36D,178.0,2.0,50,2016-06-04,2015-01-09,36245,Oosterstraat 9,Oosterstraat 9,Utrecht,3581 MK,52.085845,5.131103
2016-06-04,35898,68760E62-85A6-41B4-9B58-169CFD876B49,162.0,2.0,50,2016-06-04,2015-01-09,36244,Muntkade 100,Muntkade 100,Utrecht,3531 AK,52.085756292259,5.098192691803
2016-06-04,35897,1E2F654D-E2F0-4D1C-BEE3-2795AE56B58E,180.0,1.0,50,2016-06-04,2015-01-09,36243,Willem van Outhoornstraat 43,Willem van Outhoornstraat 43,Den Haag,2593 ZV,52.08572,4.340027
2016-06-04,35895,31F0EB2C-2294-4E1E-8F64-76C17648B84A,180.0,1.0,50,2016-06-04,2015-01-09,36241,Koninginnegracht,Koninginnegracht,Den Haag,2514 AA,52.085661,4.31522
2016-06-04,35894,08F74925-5C77-41FF-8973-ACA0B6573ED8,178.0,2.0,50,2016-06-04,2015-01-09,36240,Springweg 156,Springweg 156,Utrecht,3511 VZ,52.085619,5.120655
2016-06-04,35891,11F8D23F-2B6F-4606-BB6D-B35FD7AD322E,180.0,1.0,50,2016-06-04,2015-01-09,36237,Bazarstraat 5,Bazarstraat 5,Den Haag,2518 AE,52.085324,4.301436
2016-06-04,35888,A587C44B-A94F-45E2-80C8-56E19157DE43,178.0,2.0,50,2016-06-04,2015-01-09,36234,Louis Couperusplein 15,Louis Couperusplein 15,Den Haag,2514 HP,52.084969,4.309439
2016-06-04,35887,9E3BFA0A-A700-49B2-89EC-1C3027275C7A,157.0,1.0,50,2016-06-04,2015-01-09,36233,Monnikeraklaan 24,Monnikeraklaan 24,Utrecht,3544 TH,52.2708231,5.58536760000004
2016-06-04,35885,1F6710F3-40F3-43BB-AA78-628B2B755383,180.0,1.0,50,2016-06-04,2015-01-09,36231,Koningin Emmakade 197A,Koningin Emmakade 197A,Den Haag,2518 JP,52.08475,4.283112
2016-06-04,35882,D8BB8277-F33B-45D4-A031-426CC8E8DF57,180.0,1.0,50,2016-06-04,2015-01-09,36228,Laan van Meerdervoort 82,Laan van Meerdervoort 82,Den Haag,2517 AP,52.0847,4.294205
2016-06-04,35880,BF488C87-1A50-4A91-BD59-EDDABE8DFB43,73.0,1.0,50,2016-06-04,2015-01-09,36226,Woudenbergseweg,Woudenbergseweg,Zeist,3707 HW,52.08477,5.28238
2016-06-04,35879,68A5289B-B2DC-4B9F-906D-F955A7C89FC7,73.0,1.0,50,2016-06-04,2015-01-09,36225,'t Boschstuk 33,'t Boschstuk 33,Scherpenzeel,3925 TT,52.08462,5.49491
2016-06-04,35878,DD5A09AF-03C0-44F9-8874-9C82CD295681,180.0,1.0,50,2016-06-04,2015-01-09,36224,Van Blankenburgstraat 87,Van Blankenburgstraat 87,Den Haag,2517 XN,52.084479,4.284765
2019-07-25,35876,88077137-BFF6-43D9-9C06-28C863E9DCFC,178.0,1.0,100,2019-07-25,2015-01-09,36222,Wilgendreef 227,Wilgendreef 227,Voorburg,2272 ES,52.08428,4.364143
2016-03-03,35875,AF6C27B5-95C8-4C8F-A828-8781921F7A0A,73.0,1.0,50,2016-03-03,2015-01-09,36221,Hoge Rijndijk 14,Hoge Rijndijk 14,Woerden,3449 HD,52.084173,4.868087
2016-06-04,35874,99A069D8-76F0-4DBF-905D-DCF957D59592,180.0,1.0,50,2016-06-04,2015-01-09,36220,Koningin Emmakade 183B,Koningin Emmakade 183B,Den Haag,2518 JN,52.084156,4.283763
2016-06-04,35873,5639CEB3-ADC6-4913-A484-F8B2EFF6DBE2,157.0,1.0,50,2016-06-04,2015-01-09,36219,Ruijgenhoeksepolder 20,Ruijgenhoeksepolder 20,Utrecht,3453 NG,52.0841217041016,5.01550912857056
2016-06-04,35872,233533C4-48DA-4F1A-A27D-9AA1E3EB35C3,178.0,2.0,50,2016-06-04,2015-01-09,36218,Juliana van Stolberglaan 137,Juliana van Stolberglaan 137,Den Haag,2595 CC,52.084075,4.340234
2016-06-04,35870,548E9C4D-4709-4D67-A7F1-15320E3492D8,178.0,2.0,50,2016-06-04,2015-01-09,36216,Juliana van Stolberglaan 355,Juliana van Stolberglaan 355,Den Haag,2595 CJ,52.084025,4.346888
2016-06-04,35869,2AEB6BD0-2ABC-432F-B8F1-A60195D7CE10,73.0,1.0,50,2016-06-04,2015-01-09,36215,Daggeldersweg 18,Daggeldersweg 18,Woerden,3449 JD,52.08377,4.8554
2016-06-04,35867,E7EB55BB-0CF4-45FE-BE83-F7B654CE6447,180.0,1.0,50,2016-06-04,2015-01-09,36213,Theresiastraat 77,Theresiastraat 77,Den Haag,2593 AB,52.083847,4.332205
2016-06-04,35866,D4E9F64C-9EE5-4B44-92F9-519A7413790F,180.0,1.0,50,2016-06-04,2015-01-09,36212,Klaverweide 5,Klaverweide 5,Leidschendam-Voorburg,2272 VV,52.083837,4.374524
2016-06-04,35864,1E2A1A3F-BE87-463C-BCE6-D954C776B646,181.0,2.0,50,2016-06-04,2015-01-09,36210,Frans Halsstraat 53,Frans Halsstraat 53,Utrecht,3583 BN,52.08377,5.144098
2016-06-04,35862,80C405D2-A786-449F-966F-855260DACB98,180.0,1.0,50,2016-06-04,2015-01-09,36208,Strandwal 3,Strandwal 3,Leidschendam-Voorburg,2265 AR,52.083333,4.395302
2016-06-04,35861,2E46E4C9-B353-46D9-AD8A-D7A3A3890606,180.0,1.0,50,2016-06-04,2015-01-09,36207,1e Sweelinckstraat 62A,1e Sweelinckstraat 62A,Den Haag,2517 GG,52.083652,4.287781
2016-06-04,35860,997D83A3-B1AD-4861-BF67-AC93E0C39F1C,180.0,1.0,50,2016-06-04,2015-01-09,36206,Bezuidenhoutseweg 73,Bezuidenhoutseweg 73,Den Haag,2594 AC,52.083645,4.327578
2016-06-04,35859,40FCE22D-0D63-46BF-B10F-D5FF804BE4A3,157.0,1.0,50,2016-06-04,2015-01-09,36205,Platolaan 15,Platolaan 15,Utrecht,3584 AH,52.0836067199707,5.15475845336914
2016-06-04,35858,99F84725-E97F-4DDA-BF24-3CC6ACF1B3BD,180.0,1.0,50,2016-06-04,2015-01-09,36204,Van Speijkstraat 50A,Van Speijkstraat 50A,Den Haag,2518 GD,52.083543,4.29405
2016-06-04,35856,651898AE-356B-43BD-B198-94AB34B91773,178.0,2.0,50,2016-06-04,2015-01-09,36202,Theresiastraat 47,Theresiastraat 47,Den Haag,2593 AA,52.083421,4.331236
2016-06-04,35854,584E7A9D-863F-4935-A86F-445B25A6574E,180.0,1.0,50,2016-06-04,2015-01-09,36200,Groot Hertoginnelaan 145A,Groot Hertoginnelaan 145A,Den Haag,2517 EP,52.08324105,4.27794451
2016-06-04,35853,3000E2E6-5B81-4CCE-B134-6D1CB266A2BA,73.0,1.0,50,2016-06-04,2015-01-09,36199,Westhofflaan,Westhofflaan,Ede,6741 KL,52.08325,5.64176
2016-06-04,35851,2DED017B-0AB0-4A57-9A09-253B4F7AC5B9,180.0,1.0,50,2016-06-04,2015-01-09,36197,Jacob Mosselstraat,Jacob Mosselstraat,Den Haag,2595 RD,52.083078,4.336842
2016-06-04,35848,5AF09325-B464-4C93-8123-52DD2AA233BB,157.0,1.0,50,2016-06-04,2015-01-09,36194,Bezuidenhoutseweg 67,Bezuidenhoutseweg 67,Den Haag,2594 AC,52.0829757,4.3259596
2016-06-04,35846,AEC77842-B405-4E95-9422-A0BFDF6BCAE0,180.0,1.0,50,2016-06-04,2015-01-09,36192,Prins Hendrikstraat 16A,Prins Hendrikstraat 16A,Den Haag,2518 HS,52.082969,4.296301
2016-06-04,35845,1284A76B-132A-456A-B102-F9D4D8F1355D,,1.0,50,2016-06-04,2015-01-09,36191,Prinses Irenestraat 1,Prinses Irenestraat 1,Den Haag,2595 BD,52.082881795727,4.3256869912148
2016-06-04,35844,27EBC756-F22D-4B22-8F29-B1DDE978D3B8,180.0,1.0,50,2016-06-04,2015-01-09,36190,Oranjestraat 4,Oranjestraat 4,Den Haag,2514 JB,52.082872,4.306667
2016-06-04,35843,71735C8D-F9B9-49D9-B4CF-EA9D51861688,178.0,2.0,50,2016-06-04,2015-01-09,36189,Polanerbaan,Polanerbaan,Woerden,3446 GA,52.082815,4.891189
2016-06-04,35842,C492C11F-AB28-4F91-A76D-C73C25A4D583,78.0,1.0,50,2016-06-04,2015-01-09,36188,Hugo de Grootstraat 85,Hugo de Grootstraat 85,Den Haag,2518 EC,52.082809,4.295236
2016-06-04,35841,9A1A582D-5D1A-48CC-A670-14B317D81F21,180.0,1.0,50,2016-06-04,2015-01-09,36187,Mezenlaan 48C,Mezenlaan 48C,Den Haag,2566 ZJ,52.082778,4.261512
2016-06-04,35837,0041245A-F1C9-48AB-9505-5B782F504E93,73.0,1.0,50,2016-06-04,2015-01-09,36183,Pyreneeënstraat,Pyreneeënstraat,Woerden,3446 DD,52.08235,4.90587
2016-06-04,35836,1659FF32-DFB6-4EDF-AC3B-50ABB63DC8BB,178.0,2.0,50,2016-06-04,2015-01-09,36182,Croeselaan 249-BS,Croeselaan 249-BS,Utrecht,3521 BR,52.0825,5.110717
2016-06-04,35835,A247F266-CCB0-41AE-BA0D-F4382B08937A,180.0,1.0,50,2016-06-04,2015-01-09,36181,Johannes Camphuijsstraat 270,Johannes Camphuijsstraat 270,Den Haag,2593 CX,52.082481,4.342809
2016-06-04,35834,A708BF08-9AF8-41F8-8FF5-BC2F65B7FA57,180.0,1.0,50,2016-06-04,2015-01-09,36180,Laan van Meerdervoort 134D,Laan van Meerdervoort 134D,Den Haag,2517 BD,52.082452,4.289875
2016-06-04,35833,78756780-F94F-49E3-8651-F50AA7590985,178.0,2.0,50,2016-06-04,2015-01-09,36179,Sportlaan,Sportlaan,Den Haag,2566 MH,52.082334,4.265597
2016-06-04,35832,893C8940-F07F-4E5C-80C1-B6C630BFC43B,180.0,1.0,50,2016-06-04,2015-01-09,36178,Zwanenlaan 20,Zwanenlaan 20,Den Haag,2566 EM,52.082322,4.254963
2016-06-04,35830,21CD0E6D-F83A-4677-8BE7-007DE5FA4192,,1.0,50,2016-06-04,2015-01-09,36176,Kanaalweg,Kanaalweg,Utrecht,3521 AA,52.08188,5.10165
2016-06-04,35828,3F0BC2C0-6EDA-4A79-B1FF-F54BAED618F7,180.0,1.0,50,2016-06-04,2015-01-09,36174,Suezkade 189,Suezkade 189,Den Haag,2517 CH,52.081775,4.277231
2016-06-04,35827,C6BDA5FB-0978-405B-A451-75AD0C4FA5E0,180.0,1.0,50,2016-06-04,2015-01-09,36173,Johan van Hoornstraat 1B,Johan van Hoornstraat 1B,Den Haag,2595 HP,52.081664,4.339945
2016-06-04,35826,7F6E1B97-030C-4625-9970-DCFF5A49462C,180.0,1.0,50,2016-06-04,2015-01-09,36172,Elandstraat 38A,Elandstraat 38A,Den Haag,2513 GT,52.08160677,4.29945885
2016-06-04,35825,BE06180E-4DBD-4F34-81EC-C174EA1CA672,78.0,1.0,50,2016-06-04,2015-01-09,36171,Groot Hertoginnelaan 171B,Groot Hertoginnelaan 171B,Den Haag,2517 ES,52.081563,4.276096
2016-06-04,35824,B10CAA8A-19EB-4618-858F-98BB1947EEAC,180.0,1.0,50,2016-06-04,2015-01-09,36170,Casuariestraat,Casuariestraat,Den Haag,2511 VB,52.082227,4.318733
2016-06-04,35823,D807678A-1916-44D4-BE21-171DE94D7356,180.0,1.0,50,2016-06-04,2015-01-09,36169,2e Louise de Colignystraat 81,2e Louise de Colignystraat 81,Den Haag,2595 SM,52.08143679,4.338921
2016-06-04,35822,47A55127-0924-419C-B1F4-E27C07218A19,180.0,1.0,50,2016-06-04,2015-01-09,36168,Lange Voorhout 15,Lange Voorhout 15,Den Haag,2514 EA,52.081399,4.311916
2016-06-04,35820,AE48D994-0C14-44D6-8ADB-B0B21F8C6D9C,180.0,1.0,50,2016-06-04,2015-01-09,36166,Pijnboomstraat 2,Pijnboomstraat 2,Den Haag,2565 ZH,52.081374,4.27429
2016-06-04,35819,967A2BE1-843F-4F88-A013-926E8441B0AA,180.0,1.0,50,2016-06-04,2015-01-09,36165,Van Diemenstraat 132,Van Diemenstraat 132,Den Haag,2518 VG,52.081203,4.291259
2016-06-04,35817,3255CC58-2403-4F6E-942F-3115076A58B8,180.0,1.0,50,2016-06-04,2015-01-09,36163,Laan van Nieuw-Oost-Indië 279A,Laan van Nieuw-Oost-Indië 279A,Den Haag,2593 BS,52.081115,4.342596
2016-06-04,35816,FB856BBD-420A-4C23-91BC-580378E96681,180.0,1.0,50,2016-06-04,2015-01-09,36162,Pauwenlaan 28,Pauwenlaan 28,Den Haag,2566 TJ,52.081105,4.253624
2016-06-04,35815,10BC1ECE-422B-49B8-BEA3-E043F06DECBF,178.0,2.0,50,2016-06-04,2015-01-09,36161,Reinkenstraat 9,Reinkenstraat 9,Den Haag,2517 CN,52.081091,4.283947
2016-06-04,35814,9A0EFCE9-C381-4F80-B4C7-ABAA1AD041D0,178.0,2.0,50,2016-06-04,2015-01-09,36160,Kneuterdijk 15,Kneuterdijk 15,Den Haag,2514 EM,52.081036,4.30928
2016-06-04,35813,F46CD8AC-DF78-4F03-BDB5-48F865EF36E8,180.0,1.0,50,2016-06-04,2015-01-09,36159,Sportlaan 606,Sportlaan 606,Den Haag,2566 MJ,52.080992,4.262121
2016-06-04,35812,3ABE384E-DAB1-4CF4-88F9-C257866A3EDB,180.0,1.0,50,2016-06-04,2015-01-09,36158,Archimedesstraat 111,Archimedesstraat 111,Den Haag,2517 RS,52.080954,4.277889
2016-06-04,35808,2197674F-D76F-4E5B-9AF0-26A242DA0ED5,180.0,1.0,50,2016-06-04,2015-01-09,36154,Heulstraat 3,Heulstraat 3,Den Haag,2514 ER,52.080796,4.307749
2016-06-04,35807,7723FB10-F5F0-4B18-AFBF-B40422725D4F,,2.0,50,2016-06-04,2015-01-09,36153,Admiraal Helfrichlaan 537,Admiraal Helfrichlaan 537,Utrecht,3527 KV,52.080769483164,5.0954665616155
